"pegawai_id","nip","nama_lengkap","jenis_kelamin","umur","kelompok_umur","generasi","tahun_lahir","tahun_masuk","masa_kerja","kelompok_masa_kerja","status_pegawai","jenis_asn","agama","pendidikan","jabatan","jenis_jabatan","golongan","nama_pangkat","instansi","jenis_instansi","provinsi","predikat_kinerja_terakhir","rata_rata_kinerja","jumlah_cuti","pernah_mutasi","tanggal_snapshot"
8929,"197006272000033178","dr. Silvia Padmasari, S.Farm",L,56,"51 - 60",Gen X (1965-1980),1970,2000,26,"26 - 30",Aktif,PNS,Islam,S1,Kepala Bidang,Struktural,III/a,Penata Muda,Pemerintah Provinsi Bali,Daerah,Bali,Cukup,80.72,3,false,2026-07-08
8930,"196604092019107593",Ir. Danuja Maulana,P,60,"51 - 60",Gen X (1965-1980),1966,2019,7,"6 - 10",Pensiun,PNS,Katolik,S1,Sekretaris,Struktural,IV/a,Pembina,Pemerintah Provinsi Maluku,Daerah,Maluku,Baik,81.48,6,false,2026-07-08
8931,"200108012025056008",Koko Sinaga,L,24,"21 - 30",Gen Z (1997-2012),2001,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Sulawesi Tenggara,Daerah,Sulawesi Tenggara,Baik,82.04,2,false,2026-07-08
8932,"197906272010075114",Bakti Suwarno,L,47,"41 - 50",Gen X (1965-1980),1979,2010,16,"16 - 20",Aktif,PNS,Islam,S1,Dokter,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Sulawesi Tenggara,Daerah,Sulawesi Tenggara,Baik,83.43,3,false,2026-07-08
8933,"200204172026039270",Kunthara Winarsih,L,24,"21 - 30",Gen Z (1997-2012),2002,2026,0,"1 - 5",Aktif,PPPK,Islam,D3,Analis Kebijakan Ahli Muda,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Kalimantan Tengah,Daerah,Kalimantan Tengah,Cukup,74.08,2,true,2026-07-08
8934,"200105122026017433",Dr. Daruna Prasetya,P,25,"21 - 30",Gen Z (1997-2012),2001,2026,0,"1 - 5",Aktif,PNS,Islam,D3,Penghulu,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Cukup,75.64,1,false,2026-07-08
8935,"199401182025051432",Ilsa Wibisono,P,32,"31 - 40",Milenial (1981-1996),1994,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/a,Penata Muda,Pemerintah Provinsi Nusa Tenggara Barat,Daerah,Nusa Tenggara Barat,Baik,89.82,1,false,2026-07-08
8936,"196912182002045740","R.M. Raden Wahyuni, M.Pd",L,56,"51 - 60",Gen X (1965-1980),1969,2002,24,"21 - 25",Aktif,PNS,Islam,S1,Analis Data,Fungsional,III/c,Penata,Kementerian Kesehatan,Pusat,DKI Jakarta,Baik,82.03,2,false,2026-07-08
8937,"198806232021103902","Padma Saefullah, M.Kom.",P,38,"31 - 40",Milenial (1981-1996),1988,2021,5,"1 - 5",Aktif,PPPK,Islam,S1,Apoteker,Fungsional,III/c,Penata,Kementerian Badan Usaha Milik Negara,Pusat,DKI Jakarta,Baik,86.65,4,false,2026-07-08
8938,"198805092023112501",Daryani Namaga,P,38,"31 - 40",Milenial (1981-1996),1988,2023,3,"1 - 5",Aktif,PNS,Islam,D3,Statistisi Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Cukup,79.77,3,false,2026-07-08
8939,"198009182009107894","dr. Vicky Kusumo, S.Gz",P,45,"41 - 50",Gen X (1965-1980),1980,2009,17,"16 - 20",Aktif,PPPK,Kristen,S1,Analis Data,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Bali,Daerah,Bali,Baik,82.59,3,false,2026-07-08
8940,"197610242025021532",Drs. Titi Ardianto,L,49,"41 - 50",Gen X (1965-1980),1976,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Perencana Ahli Pertama,Fungsional,IV/a,Pembina,Pemerintah Provinsi Sumatera Barat,Daerah,Sumatera Barat,Cukup,79.53,2,false,2026-07-08
8941,"198806302021107603","Tgk. Ani Anggraini, M.TI.",L,38,"31 - 40",Milenial (1981-1996),1988,2021,5,"1 - 5",Aktif,PPPK,Kristen,S1,Analis Kebijakan Ahli Muda,Fungsional,III/c,Penata,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Baik,82.30,4,false,2026-07-08
8942,"197310152016089957",Ibun Marpaung,L,52,"51 - 60",Gen X (1965-1980),1973,2016,10,"6 - 10",Aktif,PNS,Islam,S1,Analis Data,Fungsional,IV/a,Pembina,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Cukup,76.57,5,false,2026-07-08
8943,"197302082013091915",Mahdi Hastuti,L,53,"51 - 60",Gen X (1965-1980),1973,2013,13,"11 - 15",Aktif,PNS,Islam,S1,Kepala Bidang,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Kepulauan Riau,Daerah,Kepulauan Riau,Cukup,73.61,6,false,2026-07-08
8944,"197704052025046357",Juli Andriani,L,49,"41 - 50",Gen X (1965-1980),1977,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Baik,82.18,3,false,2026-07-08
8945,"199908062021100650","Ghaliyati Halim, S.Pt",L,26,"21 - 30",Gen Z (1997-2012),1999,2021,5,"1 - 5",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Sulawesi Selatan,Daerah,Sulawesi Selatan,Cukup,78.93,5,false,2026-07-08
8946,"198605072018057825",Siska Padmasari,P,40,"31 - 40",Milenial (1981-1996),1986,2018,8,"6 - 10",Aktif,PNS,Islam,S1,Apoteker,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Barat Daya,Daerah,Papua Barat Daya,Baik,81.20,3,false,2026-07-08
8947,"199207012018069249",Padma Saputra,L,34,"31 - 40",Milenial (1981-1996),1992,2018,8,"6 - 10",Aktif,PNS,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Kalimantan Tengah,Daerah,Kalimantan Tengah,Baik,83.28,3,false,2026-07-08
8948,"200204142026017997",Kemba Handayani,L,24,"21 - 30",Gen Z (1997-2012),2002,2026,0,"1 - 5",Aktif,PNS,Islam,S1,Penghulu,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Cukup,76.85,1,false,2026-07-08
8949,"200403272026015472","Rahmi Sirait, S.IP",L,22,"21 - 30",Gen Z (1997-2012),2004,2026,0,"1 - 5",Aktif,PNS,Islam,S1,Analis Kebijakan Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Baik,83.32,2,false,2026-07-08
8950,"199012172023108508",Dr. Puti Riyanti,L,35,"31 - 40",Milenial (1981-1996),1990,2023,3,"1 - 5",Aktif,PNS,Kristen,S1,Kepala Dinas,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Maluku,Daerah,Maluku,Baik,88.90,2,false,2026-07-08
8951,"198306152018072089","Bella Mandala, S.T.",P,43,"41 - 50",Milenial (1981-1996),1983,2018,8,"6 - 10",Aktif,PNS,Islam,S2,Pranata Komputer Ahli Muda,Fungsional,III/c,Penata,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Cukup,73.02,3,false,2026-07-08
8952,"197506042025104082","Lala Maulana, S.Ked",P,51,"51 - 60",Gen X (1965-1980),1975,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Nusa Tenggara Barat,Daerah,Nusa Tenggara Barat,Baik,83.12,2,false,2026-07-08
8953,"197109182010048647",H. Umar Melani,P,54,"51 - 60",Gen X (1965-1980),1971,2010,16,"16 - 20",Aktif,PPPK,Islam,S1,Auditor Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Baik,81.49,1,false,2026-07-08
8954,"198312172024083746",Titin Puspita,P,42,"41 - 50",Milenial (1981-1996),1983,2024,2,"1 - 5",Aktif,PNS,Islam,S2,Analis SDM Aparatur Ahli Muda,Fungsional,III/c,Penata,Pemerintah Provinsi Kalimantan Barat,Daerah,Kalimantan Barat,Baik,82.74,2,true,2026-07-08
8955,"199008222016071311","Oman Rahimah, M.Kom.",P,35,"31 - 40",Milenial (1981-1996),1990,2016,10,"6 - 10",Aktif,PNS,Islam,S1,Analis Kebijakan Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sulawesi Tengah,Daerah,Sulawesi Tengah,Cukup,77.45,5,false,2026-07-08
8956,"198505092012127613",Dr. Patricia Lestari,L,41,"41 - 50",Milenial (1981-1996),1985,2012,14,"11 - 15",Aktif,PNS,Islam,S2,Kepala Subbagian,Struktural,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Bali,Daerah,Bali,Baik,80.16,3,false,2026-07-08
8957,"199704252023119614",R. Nurul Purnawati,P,29,"21 - 30",Gen Z (1997-2012),1997,2023,3,"1 - 5",Aktif,PPPK,Islam,S1,Arsiparis Ahli Pertama,Fungsional,II/a,Pengatur Muda,Kementerian Agama,Pusat,DKI Jakarta,Sangat Baik,91.31,5,false,2026-07-08
8958,"200001122023072964",Alambana Pratiwi,P,26,"21 - 30",Gen Z (1997-2012),2000,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,II/a,Pengatur Muda,Kementerian Dalam Negeri,Pusat,DKI Jakarta,Baik,81.91,3,false,2026-07-08
8959,"196812102012098249","Teguh Wibowo, S.E.I",L,57,"51 - 60",Gen X (1965-1980),1968,2012,14,"11 - 15",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,IV/a,Pembina,Pemerintah Provinsi Kalimantan Tengah,Daerah,Kalimantan Tengah,Baik,78.65,3,false,2026-07-08
8960,"199207142014116614",R.A. Jasmin Gunawan,L,33,"31 - 40",Milenial (1981-1996),1992,2014,12,"11 - 15",Aktif,PNS,Islam,S1,Kepala Dinas,Struktural,II/a,Pengatur Muda,Kementerian Keuangan,Pusat,DKI Jakarta,Baik,88.22,4,false,2026-07-08
8961,"196907021994094306","dr. Banawi Marbun, M.Ak",P,57,"51 - 60",Gen X (1965-1980),1969,1994,32,> 30,Aktif,PNS,Katolik,S1,Penyuluh Pertanian,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Baik,85.02,5,false,2026-07-08
8962,"196707071997098797",Yunita Sihombing,L,59,"51 - 60",Gen X (1965-1980),1967,1997,29,"26 - 30",Pensiun,PNS,Islam,S2,Analis Kepegawaian Ahli Pertama,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Cukup,73.49,4,false,2026-07-08
8963,"196603082026011748",Tirta Puspita,P,60,"51 - 60",Gen X (1965-1980),1966,2026,0,"1 - 5",Pensiun,PPPK,Islam,S2,Kepala Dinas,Struktural,IV/b,Pembina Tingkat I,Pemerintah Provinsi Kepulauan Riau,Daerah,Kepulauan Riau,Belum Ada,0.00,1,false,2026-07-08
8964,"198601312013093919","Jefri Thamrin, S.Kom",L,40,"31 - 40",Milenial (1981-1996),1986,2013,13,"11 - 15",Aktif,PNS,Islam,S2,Pengawas Ketenagakerjaan,Fungsional,III/a,Penata Muda,Kementerian Pertanian,Pusat,DKI Jakarta,Cukup,76.60,2,true,2026-07-08
8965,"196808122012098869",Maya Yuliarti,L,57,"51 - 60",Gen X (1965-1980),1968,2012,14,"11 - 15",Aktif,PNS,Islam,S2,Sekretaris,Struktural,IV/a,Pembina,Pemerintah Provinsi Kepulauan Riau,Daerah,Kepulauan Riau,Baik,82.96,5,false,2026-07-08
8966,"197602152006022278",Ilsa Novitasari,L,50,"41 - 50",Gen X (1965-1980),1976,2006,20,"16 - 20",Aktif,PPPK,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Sulawesi Selatan,Daerah,Sulawesi Selatan,Baik,83.58,5,false,2026-07-08
8967,"196402182003036481",R. Ajeng Winarsih,L,62,>60,Baby Boomers (1946-1964),1964,2003,23,"21 - 25",Pensiun,PPPK,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Sulawesi Tenggara,Daerah,Sulawesi Tenggara,Cukup,77.04,4,false,2026-07-08
8968,"198403142013063907",Salimah Wijaya,P,42,"41 - 50",Milenial (1981-1996),1984,2013,13,"11 - 15",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Papua Selatan,Daerah,Papua Selatan,Cukup,71.03,6,false,2026-07-08
8969,"197506222024065406","Dr. Rahmi Tamba, M.Pd",L,51,"51 - 60",Gen X (1965-1980),1975,2024,2,"1 - 5",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Sangat Baik,91.24,2,false,2026-07-08
8970,"197902112013070194","Puti Carla Irawan, M.Ak",L,47,"41 - 50",Gen X (1965-1980),1979,2013,13,"11 - 15",Aktif,PPPK,Islam,S2,Analis Kebijakan Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Gorontalo,Daerah,Gorontalo,Baik,82.63,3,false,2026-07-08
8971,"197504061998095999",Surya Yolanda,P,51,"51 - 60",Gen X (1965-1980),1975,1998,28,"26 - 30",Aktif,PNS,Islam,S1,Pustakawan Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Aceh,Daerah,Aceh,Baik,90.07,3,true,2026-07-08
8972,"198310212024046775",Yulia Hassanah,P,42,"41 - 50",Milenial (1981-1996),1983,2024,2,"1 - 5",Aktif,PPPK,Islam,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Provinsi Nusa Tenggara Barat,Daerah,Nusa Tenggara Barat,Baik,82.02,1,false,2026-07-08
8973,"197302222015073198",Panca Nurdiyanti,P,53,"51 - 60",Gen X (1965-1980),1973,2015,11,"11 - 15",Aktif,PNS,Islam,S1,Apoteker,Fungsional,IV/a,Pembina,Pemerintah Provinsi Kep. Bangka Belitung,Daerah,Kep. Bangka Belitung,Cukup,71.65,4,false,2026-07-08
8974,"198110032005124041",Nardi Wijayanti,P,44,"41 - 50",Milenial (1981-1996),1981,2005,21,"21 - 25",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Papua Barat Daya,Daerah,Papua Barat Daya,Baik,83.90,0,true,2026-07-08
8975,"198902122019036742","Drs. Banawa Novitasari, M.M.",L,37,"31 - 40",Milenial (1981-1996),1989,2019,7,"6 - 10",Aktif,PNS,Islam,S1,Analis SDM Aparatur Ahli Muda,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Kalimantan Timur,Daerah,Kalimantan Timur,Cukup,75.71,6,false,2026-07-08
8976,"198612072023105523","Sadina Hutasoit, S.Ked",P,39,"31 - 40",Milenial (1981-1996),1986,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/c,Penata,Pemerintah Provinsi Nusa Tenggara Timur,Daerah,Nusa Tenggara Timur,Baik,87.56,7,false,2026-07-08
8977,"198701022009115436","Karimah Nugroho, S.Psi",P,39,"31 - 40",Milenial (1981-1996),1987,2009,17,"16 - 20",Aktif,PNS,Kristen,S2,Penyuluh Pertanian,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sulawesi Tenggara,Daerah,Sulawesi Tenggara,Baik,83.24,4,false,2026-07-08
8978,"198411052015050857","Ikhsan Hakim, S.Farm",L,41,"41 - 50",Milenial (1981-1996),1984,2015,11,"11 - 15",Aktif,PNS,Katolik,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,III/a,Penata Muda,Kementerian Badan Usaha Milik Negara,Pusat,DKI Jakarta,Baik,81.61,3,false,2026-07-08
8979,"197402222025082335",H. Galuh Sitorus,P,52,"51 - 60",Gen X (1965-1980),1974,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Analis Kebijakan Ahli Pertama,Fungsional,IV/a,Pembina,Kementerian Luar Negeri,Pusat,DKI Jakarta,Cukup,76.02,0,false,2026-07-08
8980,"199806142022097255","R. Halim Melani, M.Ak",P,28,"21 - 30",Gen Z (1997-2012),1998,2022,4,"1 - 5",Aktif,PNS,Islam,S2,Penyuluh Pertanian,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Maluku,Daerah,Maluku,Baik,89.04,4,false,2026-07-08
8981,"200311232025045621",Ulva Winarno,P,22,"21 - 30",Gen Z (1997-2012),2003,2025,1,"1 - 5",Aktif,PPPK,Islam,S1,Auditor Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Tengah,Daerah,Papua Tengah,Baik,89.97,1,false,2026-07-08
8982,"196607242015095339","Okto Wasita, M.Pd",L,59,"51 - 60",Gen X (1965-1980),1966,2015,11,"11 - 15",Pensiun,PNS,Islam,S2,Pengawas Ketenagakerjaan,Fungsional,IV/a,Pembina,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Baik,87.63,4,false,2026-07-08
8983,"198103092010073864",Gamani Sihombing,L,45,"41 - 50",Milenial (1981-1996),1981,2010,16,"16 - 20",Aktif,PNS,Islam,S2,Sekretaris,Struktural,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Nusa Tenggara Barat,Daerah,Nusa Tenggara Barat,Cukup,78.42,5,true,2026-07-08
8984,"199312172023011612",Hari Manullang,L,32,"31 - 40",Milenial (1981-1996),1993,2023,3,"1 - 5",Aktif,PPPK,Kristen,S1,Sekretaris,Struktural,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Jambi,Daerah,Jambi,Sangat Baik,93.49,2,false,2026-07-08
8985,"197505062024080752",Dt. Kambali Uyainah,L,51,"51 - 60",Gen X (1965-1980),1975,2024,2,"1 - 5",Aktif,PNS,Islam,S1,Kepala Dinas,Struktural,IV/a,Pembina,Kementerian Kesehatan,Pusat,DKI Jakarta,Baik,80.86,2,true,2026-07-08
8986,"198612012017118998",Bambang Samosir,L,39,"31 - 40",Milenial (1981-1996),1986,2017,9,"6 - 10",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Maluku,Daerah,Maluku,Sangat Baik,91.32,2,false,2026-07-08
8987,"196406101991091883",Kasiran Latupono,P,62,>60,Baby Boomers (1946-1964),1964,1991,35,> 30,Pensiun,PNS,Islam,S2,Analis Kebijakan Ahli Muda,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Baik,83.51,3,false,2026-07-08
9046,"197102172020027148",Tasnim Yolanda,P,55,"51 - 60",Gen X (1965-1980),1971,2020,6,"6 - 10",Aktif,PNS,Islam,S2,Kepala Subbagian,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Papua,Daerah,Papua,Cukup,78.87,2,false,2026-07-08
8988,"197109021996055398",Jais Prakasa,P,54,"51 - 60",Gen X (1965-1980),1971,1996,30,"26 - 30",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Pertahanan,Pusat,DKI Jakarta,Baik,82.46,4,true,2026-07-08
8989,"200009032025115027",Bakiman Astuti,L,25,"21 - 30",Gen Z (1997-2012),2000,2025,1,"1 - 5",Aktif,PPPK,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Luar Negeri,Pusat,DKI Jakarta,Baik,82.46,3,false,2026-07-08
8990,"200201202026031335",Omar Natsir,L,24,"21 - 30",Gen Z (1997-2012),2002,2026,0,"1 - 5",Aktif,PNS,Kristen,S1,Apoteker,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Baik,81.54,1,true,2026-07-08
8991,"198205022011038113","Sutan Emin Hariyah, M.Kom.",P,44,"41 - 50",Milenial (1981-1996),1982,2011,15,"11 - 15",Aktif,PNS,Islam,S2,Auditor Ahli Pertama,Fungsional,III/a,Penata Muda,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Cukup,73.17,6,true,2026-07-08
8992,"196610261991022562",Faizah Mangunsong,L,59,"51 - 60",Gen X (1965-1980),1966,1991,35,> 30,Aktif,PNS,Islam,S2,Kepala Subbagian,Struktural,II/a,Pengatur Muda,Pemerintah Provinsi Kalimantan Selatan,Daerah,Kalimantan Selatan,Cukup,81.18,3,false,2026-07-08
8993,"198203172014027606","Tgk. Almira Firmansyah, S.Ked",L,44,"41 - 50",Milenial (1981-1996),1982,2014,12,"11 - 15",Aktif,PNS,Islam,S1,Analis SDM Aparatur Ahli Muda,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Kalimantan Timur,Daerah,Kalimantan Timur,Baik,82.05,5,false,2026-07-08
8994,"196911122010017355",Juli Hariyah,L,56,"51 - 60",Gen X (1965-1980),1969,2010,16,"16 - 20",Pensiun,PNS,Islam,S2,Kepala Subbagian,Struktural,III/c,Penata,Pemerintah Provinsi Jambi,Daerah,Jambi,Cukup,74.42,5,false,2026-07-08
8995,"198205142017105870","Janet Sinaga, S.Kom",L,44,"41 - 50",Milenial (1981-1996),1982,2017,9,"6 - 10",Aktif,PNS,Islam,S1,Penyuluh Pertanian,Fungsional,III/c,Penata,Kementerian Pertanian,Pusat,DKI Jakarta,Baik,83.18,2,false,2026-07-08
8996,"200107092025035422",Marwata Sudiati,P,24,"21 - 30",Gen Z (1997-2012),2001,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Lampung,Daerah,Lampung,Baik,82.02,1,false,2026-07-08
8997,"197507282010115253",Nabila Nasyidah,L,50,"41 - 50",Gen X (1965-1980),1975,2010,16,"16 - 20",Aktif,PNS,Islam,S1,Analis Data,Fungsional,III/c,Penata,Pemerintah Provinsi Maluku Utara,Daerah,Maluku Utara,Cukup,76.00,4,false,2026-07-08
8998,"196506221997036753",Natalia Marpaung,L,61,>60,Gen X (1965-1980),1965,1997,29,"26 - 30",Pensiun,PPPK,Islam,S2,Kepala Dinas,Struktural,III/c,Penata,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Baik,82.42,4,true,2026-07-08
8999,"196310052008111214",Pangeran Irawan,P,62,>60,Baby Boomers (1946-1964),1963,2008,18,"16 - 20",Pensiun,PNS,Kristen,S1,Kepala Subbagian,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Baik,88.95,4,true,2026-07-08
9000,"198712302019037698",Karta Prasetya,P,38,"31 - 40",Milenial (1981-1996),1987,2019,7,"6 - 10",Aktif,PNS,Kristen,S1,Penyuluh Pertanian,Fungsional,III/c,Penata,Pemerintah Provinsi Sumatera Selatan,Daerah,Sumatera Selatan,Baik,77.88,2,false,2026-07-08
9001,"198912302011056093",Talia Marpaung,P,36,"31 - 40",Milenial (1981-1996),1989,2011,15,"11 - 15",Aktif,PNS,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Cukup,79.42,5,false,2026-07-08
9002,"200106242023108822","Muni Puspasari, S.Farm",P,25,"21 - 30",Gen Z (1997-2012),2001,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Analis Data,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Cukup,80.00,3,false,2026-07-08
9003,"199407062020048670",Mulyanto Hardiansyah,L,32,"31 - 40",Milenial (1981-1996),1994,2020,6,"6 - 10",Aktif,PNS,Kristen,S1,Penyuluh Pertanian,Fungsional,II/a,Pengatur Muda,Kementerian Dalam Negeri,Pusat,DKI Jakarta,Baik,84.73,2,false,2026-07-08
9004,"198205182015031085",R.M. Mursita Puspita,L,44,"41 - 50",Milenial (1981-1996),1982,2015,11,"11 - 15",Aktif,PNS,Islam,S1,Kepala Bidang,Struktural,III/c,Penata,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Baik,83.61,5,true,2026-07-08
9005,"196611122009069154",R.A. Citra Ardianto,P,59,"51 - 60",Gen X (1965-1980),1966,2009,17,"16 - 20",Pensiun,PPPK,Katolik,S1,Kepala Bidang,Struktural,IV/a,Pembina,Pemerintah Provinsi Maluku,Daerah,Maluku,Cukup,80.33,6,false,2026-07-08
9006,"197605152014125700",Paiman Yolanda,P,50,"41 - 50",Gen X (1965-1980),1976,2014,12,"11 - 15",Aktif,PPPK,Islam,S2,Arsiparis Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Aceh,Daerah,Aceh,Cukup,80.21,3,false,2026-07-08
9007,"198410162015016163","Cut Patricia Laksmiwati, S.Pt",L,41,"41 - 50",Milenial (1981-1996),1984,2015,11,"11 - 15",Aktif,PNS,Islam,S2,Analis Kebijakan Ahli Pertama,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Sulawesi Utara,Daerah,Sulawesi Utara,Cukup,77.21,1,false,2026-07-08
9008,"200111052025021261",Laila Nuraini,P,24,"21 - 30",Gen Z (1997-2012),2001,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Analis Kebijakan Ahli Pertama,Fungsional,II/a,Pengatur Muda,Kementerian Pertanian,Pusat,DKI Jakarta,Baik,83.70,2,false,2026-07-08
9009,"200003132022017125",Daniswara Tamba,P,26,"21 - 30",Gen Z (1997-2012),2000,2022,4,"1 - 5",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Sulawesi Barat,Daerah,Sulawesi Barat,Baik,81.79,5,false,2026-07-08
9010,"196808152013087938","Cakrawala Ramadan, M.Kom.",L,57,"51 - 60",Gen X (1965-1980),1968,2013,13,"11 - 15",Aktif,PPPK,Kristen,S1,Kepala Bidang,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Cukup,80.48,4,false,2026-07-08
9011,"199305262021058123","R. Gina Prastuti, S.Psi",L,33,"31 - 40",Milenial (1981-1996),1993,2021,5,"1 - 5",Aktif,PPPK,Islam,S1,Kepala Subbagian,Struktural,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Sangat Baik,91.52,4,false,2026-07-08
9012,"198604072010080672",Bajragin Simanjuntak,P,40,"31 - 40",Milenial (1981-1996),1986,2010,16,"16 - 20",Aktif,PNS,Islam,D3,Analis Kebijakan Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Baik,81.98,3,false,2026-07-08
